Stem,Strong,Dub,Sem,Accent,Class,Loan,Rhyme,Coda,Syll,Monosyll,Case,CountStr,CountWk,PropStr
Türke,0,0,Hum,Ini,Null,2,E,X,2,0,Gen,3,286,0.0104
Tyrann,0,0,Hum,Ult,Null,0,Vn,N,2,0,Acc,42,422,0.0905
Tyrann,0,0,Hum,Ult,Null,0,Vn,N,2,0,Dat,47,332,124
Tyrann,0,0,Hum,Ult,Null,0,Vn,N,2,0,Gen,2,320,0.0062
Untertan,0,0,Hum,Ini,Null,0,Vn,N,3,0,Acc,63,54,0.5385
Untertan,0,0,Hum,Ini,Null,0,Vn,N,3,0,Dat,58,39,0.5979
Untertan,0,0,Hum,Ini,Null,0,Vn,N,3,0,Gen,17,60,0.2208
Urologe,0,0,Hum,Pen,Oge,1,E,X,4,0,Acc,4,519,0.0076
Urologe,0,0,Hum,Pen,Oge,1,E,X,4,0,Dat,4,570,7
Urologe,0,0,Hum,Pen,Oge,1,E,X,4,0,Gen,3,106,0.0275
Vasall,0,0,Hum,Ult,Null,0,Vl,L,2,0,Acc,19,109,0.1484
Vasall,0,0,Hum,Ult,Null,0,Vl,L,2,0,Dat,10,84,0.1064
Vasall,0,0,Hum,Ult,Null,0,Vl,L,2,0,Gen,1,57,0.0172
Veteran,0,0,Hum,Ult,Null,0,Vn,N,3,0,Acc,76,251,0.2324
Veteran,0,0,Hum,Ult,Null,0,Vn,N,3,0,Dat,82,176,0.3178
Veteran,0,0,Hum,Ult,Null,0,Vn,N,3,0,Gen,23,123,0.1575
Virtuose,0,0,Hum,Pen,Null,1,E,X,4,0,Acc,0,162,0
Virtuose,0,0,Hum,Pen,Null,1,E,X,4,0,Dat,0,265,0
Virtuose,0,0,Hum,Pen,Null,1,E,X,4,0,Gen,0,93,0
Waise,0,0,Hum,Ini,Null,0,E,X,2,0,Acc,0,22,0
Waise,0,0,Hum,Ini,Null,0,E,X,2,0,Dat,1,21,0.0455
Waise,0,0,Hum,Ini,Null,0,E,X,2,0,Gen,0,30,0
Welsche,0,0,Hum,Ini,Null,2,E,X,2,0,Acc,0,3,0
Welsche,0,0,Hum,Ini,Null,2,E,X,2,0,Dat,0,16,0
Welsche,0,0,Hum,Ini,Null,2,E,X,2,0,Gen,0,7,0
Westfale,0,0,Hum,Pen,Null,2,E,X,3,0,Acc,1,50,0.0196
Westfale,0,0,Hum,Pen,Null,2,E,X,3,0,Dat,0,33,0
Westfale,0,0,Hum,Pen,Null,2,E,X,3,0,Gen,3,13,0.1875
Wille,0,0,Ina,Ini,Null,0,E,X,2,0,Acc,27,7779,0.0035
Wille,0,0,Ina,Ini,Null,0,E,X,2,0,Dat,9,2148,0.0042
Wille,0,0,Ina,Ini,Null,0,E,X,2,0,Gen,1495,123,924
Zar,0,0,Hum,Ini,Null,0,Vl,L,1,1,Acc,14,31,0.3111
Zar,0,0,Hum,Ini,Null,0,Vl,L,1,1,Dat,14,29,0.3256
Zar,0,0,Hum,Ini,Null,0,Vl,L,1,1,Gen,0,37,0
Zentaur,0,0,Ani,Ult,Null,1,Vvl,L,2,0,Acc,17,52,0.2464
Zentaur,0,0,Ani,Ult,Null,1,Vvl,L,2,0,Dat,17,33,0.34
Zentaur,0,0,Ani,Ult,Null,1,Vvl,L,2,0,Gen,3,17,0.15
Zeuge,0,0,Hum,Ini,Null,0,E,X,2,0,Acc,10,2896,0.0034
Zeuge,0,0,Hum,Ini,Null,0,E,X,2,0,Dat,14,1358,0.0102
Zeuge,0,0,Hum,Ini,Null,0,E,X,2,0,Gen,29,7306,4
Zionist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Acc,0,21,0
Zionist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Dat,0,23,0
Zionist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Gen,0,13,0
Zivilist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Acc,3,331,9
Zivilist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Dat,2,157,0.0126
Zivilist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Gen,0,111,0
Zoologe,0,0,Hum,Pen,Oge,1,E,X,4,0,Acc,0,28,0
Zoologe,0,0,Hum,Pen,Oge,1,E,X,4,0,Dat,1,38,0.0256
Zoologe,0,0,Hum,Pen,Oge,1,E,X,4,0,Gen,0,20,0
Zyklop,0,0,Ani,Ult,Op,1,Vt,T,2,0,Acc,3,142,0.0207
Zyklop,0,0,Ani,Ult,Op,1,Vt,T,2,0,Dat,4,54,69
Zyklop,0,0,Ani,Ult,Op,1,Vt,T,2,0,Gen,0,26,0
Aeronaut,0,0,Hum,Ult,Aut,1,Vvt,T,3,0,Acc,10,1,0.9091
Aeronaut,0,0,Hum,Ult,Aut,1,Vvt,T,3,0,Dat,4,2,0.6667
Bauer,0,0,Hum,Ini,Null,0,Vl,L,2,0,Acc,400,7435,0.0511
Bauer,0,0,Hum,Ini,Null,0,Vl,L,2,0,Dat,446,3563,0.1112
Bauer,0,0,Hum,Ini,Null,0,Vl,L,2,0,Gen,90,1908,45
Bayer,0,0,Hum,Ini,Null,0,Vl,L,2,0,Acc,78,398,0.1639
Bayer,0,0,Hum,Ini,Null,0,Vl,L,2,0,Dat,64,344,0.1569
Bayer,0,0,Hum,Ini,Null,0,Vl,L,2,0,Gen,4,344,0.0115
Centaur,0,0,Ani,Ult,Null,0,Vvl,L,2,0,Acc,24,12,0.6667
Centaur,0,0,Ani,Ult,Null,0,Vvl,L,2,0,Dat,5,4,0.5556
Centaur,0,0,Ani,Ult,Null,0,Vvl,L,2,0,Gen,1,4,0.2
Doktorand,0,0,Hum,Ult,Ant,1,Vnd,Nd,3,0,Acc,3,113,0.0259
Doktorand,0,0,Hum,Ult,Ant,1,Vnd,Nd,3,0,Dat,7,118,56
Doktorand,0,0,Hum,Ult,Ant,1,Vnd,Nd,3,0,Gen,0,78,0
Infant,0,0,Hum,Ult,Ant,1,Vnt,Nt,2,0,Acc,1,1,0.5
Infant,0,0,Hum,Ult,Ant,1,Vnt,Nt,2,0,Dat,2,2,0.5
Infant,0,0,Hum,Ult,Ant,1,Vnt,Nt,2,0,Gen,0,2,0
Infanterist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Acc,3,118,0.0248
Infanterist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Dat,2,42,0.0455
Infanterist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Gen,0,69,0
Resident,0,0,Hum,Ult,Ent,1,Vnt,Nt,3,0,Acc,41,27,0.6029
Resident,0,0,Hum,Ult,Ent,1,Vnt,Nt,3,0,Dat,56,34,0.6222
Resident,0,0,Hum,Ult,Ent,1,Vnt,Nt,3,0,Gen,0,13,0
Steinmetz,0,0,Hum,Ini,Null,0,Va,A,2,0,Acc,150,20,0.8824
Steinmetz,0,0,Hum,Ini,Null,0,Va,A,2,0,Dat,203,16,0.9269
Steinmetz,0,0,Hum,Ini,Null,0,Va,A,2,0,Gen,59,43,0.5784
Titan,0,0,Hum,Ult,Null,0,Vn,N,2,0,Acc,189,109,0.6342
Titan,0,0,Hum,Ult,Null,0,Vn,N,2,0,Dat,83,49,0.6288
Titan,0,0,Hum,Ult,Null,0,Vn,N,2,0,Gen,29,69,0.2959
Zeolith,0,0,Ina,Ult,Lith,1,Vt,T,2,0,Acc,5,3,625
Zeolith,0,0,Ina,Ult,Lith,1,Vt,T,2,0,Dat,11,5,0.6875
Zeolith,0,0,Ina,Ult,Lith,1,Vt,T,2,0,Gen,2,4,0.3333
